Nome do Produto;Descricao do Produto;Fabricante;Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;ID Subcategoria
WWI 4GB Video Recording Pen X200 Yellow;640 x 480 VGA audio video pen, business portable recorder, about 3 hours recording;Wide World Importers;Wide World Importers;Luxo;98,07;325.6;56;4
WWI Wireless Transmitter and Bluetooth Headphones X250 Black;Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls;Wide World Importers;Wide World Importers;Luxo;82,83;0.0;111;6
WWI Wireless Transmitter and Bluetooth Headphones X250 Blue;Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls;Wide World Importers;Wide World Importers;Luxo;82,83;0.0;112;6
WWI Wireless Transmitter and Bluetooth Headphones X250 White;Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls;Wide World Importers;Wide World Importers;Luxo;82,83;0.0;113;6
WWI Wireless Transmitter and Bluetooth Headphones X250 Red;Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls;Wide World Importers;Wide World Importers;Luxo;82,83;0.0;114;6
WWI Wireless Transmitter and Bluetooth Headphones X250 Silver;Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls;Wide World Importers;Wide World Importers;Luxo;82,83;0.0;115;6
"Adventure Works 52"" LCD HDTV X590 Silver";52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;Adventure Works;Adventure Works;Luxo;960,82;0.0;145;9
"Adventure Works 52"" LCD HDTV X590 Black";52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;Adventure Works;Adventure Works;Luxo;960,82;0.0;146;9
"Adventure Works 52"" LCD HDTV X590 White";52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;Adventure Works;Adventure Works;Luxo;960,82;0.0;147;9
"Adventure Works 52"" LCD HDTV X590 Brown";52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;Adventure Works;Adventure Works;Luxo;960,82;0.0;148;9
"Adventure Works 52"" LCD HDTV X790W Silver";52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;Adventure Works;Adventure Works;Luxo;527,53;0.0;161;9
"Adventure Works 52"" LCD HDTV X790W Black";52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;Adventure Works;Adventure Works;Luxo;527,53;0.0;162;9
"Adventure Works 52"" LCD HDTV X790W White";52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;Adventure Works;Adventure Works;Luxo;527,53;0.0;163;9
"Adventure Works 52"" LCD HDTV X790W Brown";52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;Adventure Works;Adventure Works;Luxo;527,53;0.0;164;9
SV 22xDVD X680 Black;Type:  22xDVD Playback, Line-In Recording - Satellite Link Recording.;Southridge Video;Southridge Video;Luxo;55,99;185.9;172;10
SV 22xDVD X680 Silver;Type: 22xDVD Playback, line-in recording-satellite link recording;Southridge Video;Southridge Video;Luxo;55,99;185.9;185;10
Litware Home Theater System 7.1 Channel X711 Black;660 watts into 7.1 Channels (110 watts per Channel at 6 Ohms, 1 kHz, 1 Channel Driven);Litware, Inc.;Litware;Luxo;367,43;1219.9;204;11
Litware Home Theater System 7.1 Channel X711 Silver;660 watts into 7.1 Channels (110 watts per Channel at 6 Ohms, 1 kHz, 1 Channel Driven);Litware, Inc.;Litware;Luxo;367,43;1219.9;220;11
Litware Home Theater System 7.1 Channel X711 Brown;660 watts into 7.1 Channels (110 watts per Channel at 6 Ohms, 1 kHz, 1 Channel Driven);Litware, Inc.;Litware;Luxo;367,43;1219.9;236;11
WWI Projector 1080p DLP86 Silver;1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio;Wide World Importers;Wide World Importers;Luxo;827,97;2748.9;634;19
A. Datum Super-zoom Digital Camera X300 Black;Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in;A. Datum Corporation;A. Datum;Luxo;96,08;319.0;950;23
A. Datum Consumer Digital Camera E100 Black;Digital camera, product type digital camera - compact;A. Datum Corporation;A. Datum;Luxo;143,26;309.1;951;23
The Phone Company PDA Wifi 3.7-inch M250 Black;Genuine leather and great looks;The Phone Company;The Phone Company;Luxo;142,56;341.0;1521;32
The Phone Company PDA Wifi 4.7-inch L290 Black;The sensitive slanted stylus tip gives you smooth navigation;The Phone Company;The Phone Company;Luxo;125,9;418.00000000000006;1522;32
The Phone Company PDA Phone 3.7 inches M340 Black;Opera 8 web browser supports adobe flash 9 browser plug in;The Phone Company;The Phone Company;Luxo;151,76;363.00000000000006;1524;32
The Phone Company PDA Phone 4.7 inches L360 Black;Opera 8 web browsers supports adobe flash 9 browser plugs in, 256 MB flash memory expands via two memory card slots;The Phone Company;The Phone Company;Luxo;133,19;442.20000000000005;1525;32
The Phone Company PDA Phone Unlocked 4.7 inches L550 Black;With 3MB Memory and 6-line backlit display;The Phone Company;The Phone Company;Luxo;100,06;332.20000000000005;1528;32
The Phone Company PDA Handheld 4.7 inch L650 Black;256 MB flash memory expands via two memory card slots;The Phone Company;The Phone Company;Luxo;128,88;427.90000000000003;1531;32
Fabrikam Independent Filmmaker 1'' 25mm X400 Black;1080i/p or 720p high definition or standard definition;Fabrikam, Inc.;Fabrikam;Luxo;530,11;1760.0000000000002;1156;27
"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange";1080i/p or 720p high definition or standard definition;Fabrikam, Inc.;Fabrikam;Luxo;523,49;1738.0000000000002;1157;27
Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black;1080i/p or 720p high definition or standard definition;Fabrikam, Inc.;Fabrikam;Luxo;516,86;1716.0000000000002;1158;27
"Fabrikam Independent Filmmaker 2/3"" 17mm X100 Blue";1080i/p or 720p high definition or standard definition;Fabrikam, Inc.;Fabrikam;Luxo;503,61;1672.0000000000002;1159;27
Adventure Works Desktop PC2.33 XD233 Brown;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;Adventure Works;Adventure Works;Luxo;321,05;1065.9;428;17
Adventure Works Desktop PC2.33 XD233 White;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;Adventure Works;Adventure Works;Luxo;321,05;1065.9;433;17
Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey;21.5 x 21.2 x 12.5 inches, 29 pounds, Fax - Color Inkjet Fax with 5.8 GHz cordless handset;Proseware, Inc.;Proseware;Luxo;75,54;250.8;690;20
Proseware Slim-Design Fax Machine with Answering System X180 Grey;22.5 x 15.6 x 9.6 inches, 15 pounds, flatbed scanner;Proseware, Inc.;Proseware;Luxo;78,19;259.6;691;20
Proseware High-Performance Business-Class Laser Fax X200 Grey;17.7 x 13.9 x 6.7 inches, 12.8 pounds, Fax high-performance business-class Laser Fax;Proseware, Inc.;Proseware;Luxo;82,17;272.8;692;20
Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey;Print, Copy, with Ethernet, 2.4-in LCD color graphics display, lab quality borderless printing up to 8.5 x 11 in;Proseware, Inc.;Proseware;Luxo;75,87;251.90000000000003;693;20
A. Datum Super-zoom Digital Camera X300 Pink;Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in;A. Datum Corporation;A. Datum;Luxo;96,08;319.0;978;23
A. Datum Consumer Digital Camera E100 Pink;Digital camera, product type digital camera - compact;A. Datum Corporation;A. Datum;Luxo;143,26;309.1;979;23
SV Car Video LCD9.2W X9280 Black;"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions";Southridge Video;Southridge Video;Luxo;330,99;1098.9;302;13
SV Car Video LCD9.2W X9281 Black;"9.2"" 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio";Southridge Video;Southridge Video;Luxo;287,92;955.9000000000001;303;13
SV Car Video LCD9.2W X9280 Silver;"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions";Southridge Video;Southridge Video;Luxo;330,99;1098.9;318;13
SV Car Video LCD9.2W X9281 Silver;"9.2"" 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio";Southridge Video;Southridge Video;Luxo;287,92;955.9000000000001;319;13
WWI Desktop PC2.33 X2330 Brown;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;Wide World Importers;Wide World Importers;Luxo;304,48;1010.9000000000001;450;17
WWI Desktop PC2.33 X2330 White;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;Wide World Importers;Wide World Importers;Luxo;304,48;1010.9000000000001;455;17
Proseware LCD24 X300 Black;24 inches HD display, 160° horizontal and vertical viewing angles;Proseware, Inc.;Proseware;Luxo;271,35;900.9000000000001;461;18
Proseware LCD24W X300 Black;24 widescreen HD display, 1920 x 1200 maximum resolutions;Proseware, Inc.;Proseware;Luxo;287,92;955.9000000000001;462;18
Fabrikam SLR Camera X147 Silver;Compact 3x zoom lens covering the most frequently used focal range;Fabrikam, Inc.;Fabrikam;Luxo;213,7;709.5000000000001;1112;24
WWI LCD24 X300 Black;24 inches HD display, 160° horizontal and vertical viewing angles;Wide World Importers;Wide World Importers;Luxo;271,35;900.9000000000001;517;18
WWI LCD24W X300 Black;24 widescreen HD display, 1920 x 1200 maximum resolutions;Wide World Importers;Wide World Importers;Luxo;287,92;955.9000000000001;518;18
The Phone Company Smart phones Unlocked International M800 Grey;Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go;The Phone Company;The Phone Company;Luxo;142,56;341.0;1489;32
SV Car Video LCD9.2W X9280 Brown;"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions";Southridge Video;Southridge Video;Luxo;330,99;1098.9;334;13
SV Car Video LCD9.2W X9281 Brown;"9.2"" 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio";Southridge Video;Southridge Video;Luxo;287,92;955.9000000000001;335;13
Adventure Works Laptop19 X1900 Black;320 GB hard drive, 4 GB RAM 19-inches LCD;Adventure Works;Adventure Works;Luxo;430,38;1428.9;362;15
Adventure Works Laptop19W X1980 White;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Adventure Works;Adventure Works;Luxo;430,38;1428.9;368;15
Adventure Works Laptop19W X1980 Silver;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Adventure Works;Adventure Works;Luxo;430,38;1428.9;374;15
WWI Projector 1080p LCD86 White;1080p high definition projector, 1200 ANSI lumens, 14,000:1 contrast ratio, 2 HDMI inputs;Wide World Importers;Wide World Importers;Luxo;760,38;2524.5;622;19
WWI Projector 1080p DLP86 White;1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio;Wide World Importers;Wide World Importers;Luxo;827,97;2748.9;623;19
WWI Projector 1080p LCD86 Silver;1080p high definition projector, 1200 ANSI lumens, 14,000:1 contrast ratio, 2 HDMI inputs;Wide World Importers;Wide World Importers;Luxo;760,38;2524.5;633;19
Adventure Works Laptop19W X1980 Red;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Adventure Works;Adventure Works;Luxo;430,38;1428.9;380;15
Adventure Works Laptop19W X1980 Blue;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Adventure Works;Adventure Works;Luxo;430,38;1428.9;386;15
WWI Laptop19W X0196 Black;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Wide World Importers;Wide World Importers;Luxo;430,38;1428.9;390;15
WWI Laptop19W X0196 White;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Wide World Importers;Wide World Importers;Luxo;430,38;1428.9;396;15
WWI Laptop19W X0196 Blue;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Wide World Importers;Wide World Importers;Luxo;430,38;1428.9;402;15
Proseware Laptop19 X910 Black;320 GB hard drive, 4 GB RAM 19-inches LCD;Proseware, Inc.;Proseware;Luxo;430,38;1428.9;404;15
Proseware Laptop19W X910 White;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Proseware, Inc.;Proseware;Luxo;430,38;1428.9;410;15
Adventure Works Desktop PC2.33 XD233 Silver;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;Adventure Works;Adventure Works;Luxo;321,05;1065.9;416;17
Adventure Works Desktop PC2.33 XD233 Black;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;Adventure Works;Adventure Works;Luxo;321,05;1065.9;422;17
WWI Desktop PC2.33 X2330 Silver;2.33GHz dual processor, 750GB 7200RPM hard drive, 19 widescreen LCD monitors;Wide World Importers;Wide World Importers;Luxo;304,48;1010.9000000000001;438;17
WWI Desktop PC2.33 X2330 Black;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;Wide World Importers;Wide World Importers;Luxo;304,48;1010.9000000000001;444;17
Proseware LCD24 X300 White;24 Inch HD display, 160° horizontal and vertical viewing angles;Proseware, Inc.;Proseware;Luxo;271,35;900.9000000000001;475;18
Proseware LCD24W X300 White;24 widescreen HD display, 1920 x 1200 maximum resolution;Proseware, Inc.;Proseware;Luxo;287,92;955.9000000000001;476;18
Adventure Works LCD24 X300 Black;24 Inch HD display, 160° horizontal and vertical viewing angles;Adventure Works;Adventure Works;Luxo;271,35;900.9000000000001;489;18
Adventure Works LCD24W X300 Black;24 widescreen HD display, 1920 x 1200 maximum resolutions;Adventure Works;Adventure Works;Luxo;287,92;955.9000000000001;490;18
Adventure Works LCD24 X300 White;24 inches HD display, 160° horizontal and vertical viewing angles;Adventure Works;Adventure Works;Luxo;271,35;900.9000000000001;503;18
Adventure Works LCD24W X300 White;24 inches widescreen HD display, 1920 x 1200 maximum resolutions;Adventure Works;Adventure Works;Luxo;287,92;955.9000000000001;504;18
WWI LCD24 X300 White;24 inches HD display, 160° horizontal and vertical viewing angles;Wide World Importers;Wide World Importers;Luxo;271,35;900.9000000000001;528;18
WWI LCD24W X300 White;24 widescreen HD display, 1920 x 1200 maximum resolution;Wide World Importers;Wide World Importers;Luxo;287,92;955.9000000000001;529;18
Proseware Projector 1080p LCD86 Black;1080p high definition projector, 1200 ANSI lumens, 14,000:1 contrast ratio, 2 HDMI inputs;Proseware, Inc.;Proseware;Luxo;760,38;2524.5;539;19
Proseware Projector 1080p DLP86 Black;1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio;Proseware, Inc.;Proseware;Luxo;827,97;2748.9;540;19
Proseware Projector 1080p LCD86 White;1080p high definition projector,1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs;Proseware, Inc.;Proseware;Luxo;760,38;2524.5;551;19
Proseware Projector 1080p DLP86 White;1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio;Proseware, Inc.;Proseware;Luxo;827,97;2748.9;552;19
Proseware Projector 1080p LCD86 Silver;1080p high definition projector, 1200 ANSI lumens, 14,000:1 contrast ratio, 2 HDMI inputs;Proseware, Inc.;Proseware;Luxo;760,38;2524.5;563;19
Proseware Projector 1080p DLP86 Silver;1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio;Proseware, Inc.;Proseware;Luxo;827,97;2748.9;564;19
WWI Projector 1080p LCD86 Black;1080p high definition projector, 1200 ANSI lumens, 14,000:1 contrast ratio, 2 HDMI inputs;Wide World Importers;Wide World Importers;Luxo;760,38;2524.5;611;19
WWI Projector 1080p DLP86 Black;1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio;Wide World Importers;Wide World Importers;Luxo;827,97;2748.9;612;19
Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black;21.5 x 21.2 x 12.5 inches, 29 pounds, Fax - Color Inkjet Fax with 5.8 GHz cordless handset;Proseware, Inc.;Proseware;Luxo;75,54;250.8;661;20
Proseware Slim-Design Fax Machine with Answering System X180 Black;22.5 x 15.6 x 9.6 inches, 15 pounds, flatbed scanner;Proseware, Inc.;Proseware;Luxo;78,19;259.6;662;20
Proseware High-Performance Business-Class Laser Fax X200 Black;17.7 x 13.9 x 6.7 inches. 12.8 pounds, high-Performance business-class Laser Fax;Proseware, Inc.;Proseware;Luxo;82,17;272.8;663;20
Proseware Professional Quality Plain-Paper Fax and Copier X100 Black;Print, Copy, with Ethernet, 2.4-in LCD color graphics display, lab quality borderless printing up to 8.5 x 11 in;Proseware, Inc.;Proseware;Luxo;75,87;251.90000000000003;664;20
Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White;21.5 x 21.2 x 12.5 inches, 29 pounds, Fax - Color Inkjet Fax with 5.8 GHz cordless handset;Proseware, Inc.;Proseware;Luxo;75,54;250.8;719;20
Proseware Slim-Design Fax Machine with Answering System X180 White;22.5 x 15.6 x 9.6 inches, 15 pounds, flatbed scanner;Proseware, Inc.;Proseware;Luxo;78,19;259.6;720;20
Proseware High-Performance Business-Class Laser Fax X200 White;17.7 x 13.9 x 6.7 inches, 12.8 pounds, Fax high-performance business-class Laser Fax;Proseware, Inc.;Proseware;Luxo;82,17;272.8;721;20
Proseware Professional Quality Plain-Paper Fax and Copier X100 White;Print, Copy, with Ethernet, 2.4-in LCD color graphics display, lab quality borderless printing up to 8.5 x 11 in;Proseware, Inc.;Proseware;Luxo;75,87;251.90000000000003;722;20
Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green;22 x 20.3 x 18.1 inches, Fax - Color Inkjet Fax with 5.8 GHz cordless handset;Proseware, Inc.;Proseware;Luxo;75,54;250.8;738;20
Proseware Slim-Design Fax Machine with Answering System X180 Green;9.4 x 11.8 x 5.4 inches, 6.4 pounds, Fax machine and telephone combined;Proseware, Inc.;Proseware;Luxo;78,19;259.6;739;20
Proseware High-Performance Business-Class Laser Fax X200 Green;Fax high-Performance business-class Laser Fax, copy function can make up to 99 copies;Proseware, Inc.;Proseware;Luxo;82,17;272.8;740;20
Proseware Professional Quality Plain-Paper Fax and Copier X100 Green;9.1 x 14 x 4.6 inches, 5.5 pounds, professional quality plain-paper Fax and Copier;Proseware, Inc.;Proseware;Luxo;75,87;251.90000000000003;741;20
